,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
105,2005-06-03T00:00:00.000Z,38.24,38.58,37.77,38.16,34173900,1.1545316202,1.1647968072,1.1403415088,1.1521162821,956870156,0.0,1.0
106,2005-06-06T00:00:00.000Z,37.92,38.63,37.56,38.33,28998800,1.1448702677,1.1663063935,1.1340012462,1.1572488756,811967211,0.0,1.0
107,2005-06-07T00:00:00.000Z,36.54,37.73,36.45,37.6,26616600,1.1032056852,1.1391338397,1.1004884298,1.1352089153,745265545,0.0,1.0
108,2005-06-08T00:00:00.000Z,36.92,37.25,36.57,36.63,14428800,1.1146785413,1.124641811,1.104111437,1.1059229406,404006804,0.0,1.0
109,2005-06-09T00:00:00.000Z,37.65,37.94,36.8188,37.0,13937700,1.1367185016,1.1454741023,1.1116231385,1.1170938794,390255990,0.0,1.0
110,2005-06-10T00:00:00.000Z,35.81,37.4,35.52,37.4,24247600,1.0811657249,1.12917057,1.0724101242,1.12917057,678933478,0.0,1.0
111,2005-06-13T00:00:00.000Z,35.9,36.61,35.82,35.89,15563300,1.0838829803,1.1053191061,1.0814676421,1.083581063,435772835,0.0,1.0
112,2005-06-14T00:00:00.000Z,36.0,36.15,35.75,36.01,12423100,1.0869021529,1.0914309119,1.0793542213,1.0872040702,347847147,0.0,1.0
113,2005-06-15T00:00:00.000Z,37.13,37.3,36.3,36.87,20119400,1.1210188038,1.1261513973,1.0959596708,1.1131689549,563343763,0.0,1.0
114,2005-06-16T00:00:00.000Z,37.98,38.08,36.82,37.19,19559800,1.1466817713,1.149700944,1.1116593686,1.1228303074,547674947,0.0,1.0
115,2005-06-17T00:00:00.000Z,38.31,38.54,37.83,38.48,21290200,1.156645041,1.1635891381,1.1421530123,1.1617776345,596126196,0.0,1.0
116,2005-06-20T00:00:00.000Z,37.61,38.09,37.45,37.85,11561300,1.1355108325,1.1500028612,1.1306801563,1.1427568469,323716723,0.0,1.0
117,2005-06-21T00:00:00.000Z,37.86,38.19,37.38,37.7,13233100,1.1430587641,1.1530220339,1.1285667354,1.1382280879,370527170,0.0,1.0
118,2005-06-22T00:00:00.000Z,38.55,38.6,38.14,38.26,15175900,1.1638910554,1.1654006417,1.1515124475,1.1551354547,424925624,0.0,1.0
119,2005-06-23T00:00:00.000Z,38.89,39.78,38.65,38.83,24080500,1.1741562424,1.201026879,1.166910228,1.1723447388,674254674,0.0,1.0
120,2005-06-24T00:00:00.000Z,37.76,39.12,37.68,39.09,14668200,1.1400395915,1.1811003395,1.1376242534,1.1801945877,410710010,0.0,1.0
121,2005-06-27T00:00:00.000Z,37.1,38.1,36.68,36.84,21434700,1.120113052,1.1503047785,1.1074325269,1.1122632031,600172200,0.0,1.0
122,2005-06-28T00:00:00.000Z,37.31,37.59,37.17,37.49,12510700,1.1264533146,1.134906998,1.1222264729,1.1318878253,350299950,0.0,1.0
123,2005-06-29T00:00:00.000Z,36.37,37.29,36.12,37.23,16012800,1.0980730917,1.1258494801,1.0905251601,1.1240379765,448358848,0.0,1.0
124,2005-06-30T00:00:00.000Z,36.81,37.16,36.31,36.61,14942500,1.1113574513,1.1219245556,1.0962615881,1.1053191061,418390418,0.0,1.0
125,2005-07-01T00:00:00.000Z,36.5,36.97,36.29,36.83,8928600,1.1019980161,1.1161881276,1.0956577536,1.1119612859,250001050,0.0,1.0
126,2005-07-05T00:00:00.000Z,37.98,38.15,36.5,36.6,16223900,1.1466817713,1.1518143648,1.1019980161,1.1050171888,454269654,0.0,1.0
127,2005-07-06T00:00:00.000Z,37.39,38.16,37.2,37.78,14093800,1.1288686527,1.1521162821,1.1231322247,1.140643426,394626794,0.0,1.0
128,2005-07-07T00:00:00.000Z,37.63,37.76,36.8,36.81,13704400,1.136114667,1.1400395915,1.1110555341,1.1113574513,383723583,0.0,1.0
129,2005-07-08T00:00:00.000Z,38.25,38.28,37.47,37.87,10383400,1.1548335375,1.1557392893,1.1312839908,1.1433606814,290735490,0.0,1.0
130,2005-07-11T00:00:00.000Z,38.1,38.65,37.78,38.37,13885300,1.1503047785,1.166910228,1.140643426,1.1584565446,388788788,0.0,1.0
131,2005-07-12T00:00:00.000Z,38.24,38.4,37.91,38.23,13822800,1.1545316202,1.1593622964,1.1445683505,1.1542297029,387038787,0.0,1.0
132,2005-07-13T00:00:00.000Z,38.35,38.5,37.9,38.29,24458400,1.1578527101,1.1623814691,1.1442664332,1.1560412065,684835884,0.0,1.0
133,2005-07-14T00:00:00.000Z,40.75,42.01,40.23,40.79,74859300,1.2303128536,1.268354429,1.2146131559,1.2315205227,2096062496,0.0,1.0
134,2005-07-15T00:00:00.000Z,41.55,41.57,40.46,40.97,24560100,1.2544662348,1.2550700693,1.221557253,1.2369550335,687683487,0.0,1.0
135,2005-07-18T00:00:00.000Z,41.49,42.1,41.37,41.41,20939200,1.2526547312,1.2710716844,1.249031724,1.2502393931,586298186,0.0,1.0
136,2005-07-19T00:00:00.000Z,43.19,43.23,41.07,41.52,23966500,1.3039806662,1.3051883353,1.2399742061,1.253560483,671062671,0.0,1.0
137,2005-07-20T00:00:00.000Z,43.63,43.8,42.65,42.86,16192700,1.3172650259,1.3223976194,1.2876771339,1.2940173965,453396053,0.0,1.0
138,2005-07-21T00:00:00.000Z,43.29,44.04,42.9,43.7,14438000,1.3069998389,1.3296436337,1.2952250655,1.3193784467,404264404,0.0,1.0
139,2005-07-22T00:00:00.000Z,44.0,44.0,43.39,43.44,10753800,1.3284359647,1.3284359647,1.3100190115,1.3115285978,301106701,0.0,1.0
140,2005-07-25T00:00:00.000Z,43.81,44.28,43.73,43.99,10522400,1.3226995366,1.3368896481,1.3202841985,1.3281340474,294627494,0.0,1.0
141,2005-07-26T00:00:00.000Z,43.63,44.11,43.36,44.01,9592600,1.3172650259,1.3317570546,1.3091132597,1.3287378819,268593068,0.0,1.0
142,2005-07-27T00:00:00.000Z,43.99,44.07,42.67,43.83,10133900,1.3281340474,1.3305493855,1.2882809685,1.3233033712,283749483,0.0,1.0
143,2005-07-28T00:00:00.000Z,43.8,44.0,43.3,43.96,8975400,1.3223976194,1.3284359647,1.3073017561,1.3272282956,251311451,0.0,1.0
144,2005-07-29T00:00:00.000Z,42.65,44.38,42.26,43.56,20074300,1.2876771339,1.3399088207,1.2759023606,1.315151605,562080962,0.0,1.0
145,2005-08-01T00:00:00.000Z,42.75,43.08,42.08,42.6,11223200,1.2906963066,1.3006595763,1.2704678498,1.2861675476,314249914,0.0,1.0
146,2005-08-02T00:00:00.000Z,43.19,43.5,42.61,42.89,10602700,1.3039806662,1.3133401014,1.2864694649,1.2949231483,296875896,0.0,1.0
147,2005-08-03T00:00:00.000Z,43.22,43.31,42.77,43.19,9225800,1.304886418,1.3076036734,1.2913001411,1.3039806662,258322658,0.0,1.0
148,2005-08-04T00:00:00.000Z,42.71,43.0,42.29,42.98,9618000,1.2894886375,1.2982442382,1.2768081124,1.2976404037,269304269,0.0,1.0
149,2005-08-05T00:00:00.000Z,42.99,43.36,42.02,42.49,8640400,1.2979423209,1.3091132597,1.2686563463,1.2828464577,241931441,0.0,1.0
150,2005-08-08T00:00:00.000Z,42.65,43.25,42.61,43.0,6299400,1.2876771339,1.3057921698,1.2864694649,1.2982442382,176383376,0.0,1.0
151,2005-08-09T00:00:00.000Z,43.82,43.89,42.91,42.93,13601400,1.3230014539,1.3251148747,1.2955269828,1.2961308173,380839580,0.0,1.0
152,2005-08-10T00:00:00.000Z,43.38,44.39,43.31,44.0,12890900,1.3097170942,1.340210738,1.3076036734,1.3284359647,360945560,0.0,1.0
153,2005-08-11T00:00:00.000Z,44.0,44.12,43.25,43.39,9713700,1.3284359647,1.3320589718,1.3057921698,1.3100190115,271983871,0.0,1.0
154,2005-08-12T00:00:00.000Z,46.1,46.22,43.36,43.46,32715600,1.3918385902,1.3954615974,1.3091132597,1.3121324324,916037716,0.0,1.0
155,2005-08-15T00:00:00.000Z,47.68,48.33,46.45,46.48,38811700,1.4395415181,1.4591661403,1.4024056945,1.4033114463,1086728686,0.0,1.0
156,2005-08-16T00:00:00.000Z,46.25,47.5,46.21,47.39,19200800,1.3963673492,1.4341070073,1.3951596802,1.4307859174,537622937,0.0,1.0
157,2005-08-17T00:00:00.000Z,47.15,47.44,46.37,46.4,17847300,1.423539903,1.4322955037,1.3999903564,1.4008961082,499724899,0.0,1.0
158,2005-08-18T00:00:00.000Z,46.3,47.0,45.75,46.91,15805700,1.3978769355,1.4190111441,1.381271486,1.4162938887,442560042,0.0,1.0
159,2005-08-19T00:00:00.000Z,45.83,46.7,45.77,46.25,13448900,1.3836868241,1.4099536261,1.3818753205,1.3963673492,376569576,0.0,1.0
160,2005-08-22T00:00:00.000Z,45.87,46.75,45.26,46.15,13847600,1.3848944932,1.4114632125,1.36647754,1.3933481766,387733187,0.0,1.0
161,2005-08-23T00:00:00.000Z,45.74,46.1,45.32,45.85,10557300,1.3809695687,1.3918385902,1.3682890436,1.3842906586,295604695,0.0,1.0
162,2005-08-24T00:00:00.000Z,45.77,47.12,45.59,45.6,20431100,1.3818753205,1.4226341512,1.3764408097,1.376742727,572071372,0.0,1.0
163,2005-08-25T00:00:00.000Z,46.06,46.49,45.81,46.12,9866200,1.3906309212,1.4036133636,1.3830829896,1.3924424248,276253876,0.0,1.0
164,2005-08-26T00:00:00.000Z,45.74,46.34,45.36,46.11,9323500,1.3809695687,1.3990846046,1.3694967127,1.3921405075,261058261,0.0,1.0
165,2005-08-29T00:00:00.000Z,45.84,46.031,45.26,45.27,9153400,1.3839887414,1.3897553611,1.36647754,1.3667794573,256295456,0.0,1.0
166,2005-08-30T00:00:00.000Z,46.57,46.79,45.92,45.99,18527200,1.4060287017,1.4126708815,1.3864040795,1.3885175003,518762118,0.0,1.0
167,2005-08-31T00:00:00.000Z,46.89,47.03,46.27,46.79,14391300,1.4156900542,1.4199168959,1.3969711837,1.4126708815,402956802,0.0,1.0
168,2005-09-01T00:00:00.000Z,46.26,47.17,46.09,47.0,12727400,1.3966692665,1.4241437376,1.391536673,1.4190111441,356367556,0.0,1.0
169,2005-09-02T00:00:00.000Z,46.22,46.8,46.12,46.3,7942100,1.3954615974,1.4129727988,1.3924424248,1.3978769355,222379022,0.0,1.0
170,2005-09-06T00:00:00.000Z,48.8,48.88,46.55,46.69,29236400,1.4733562517,1.4757715898,1.4054248672,1.4096517089,818620018,0.0,1.0
171,2005-09-07T00:00:00.000Z,48.68,49.4,47.92,49.05,34395500,1.4697332445,1.4914712876,1.4467875324,1.4809041833,963074963,0.0,1.0
172,2005-09-08T00:00:00.000Z,49.78,50.12,49.14,49.35,25094300,1.5029441437,1.5132093307,1.4836214387,1.4899617013,702641102,0.0,1.0
173,2005-09-09T00:00:00.000Z,51.31,51.35,49.79,50.04,21987200,1.5491374852,1.5503451542,1.5032460609,1.5107939925,615642215,0.0,1.0
174,2005-09-12T00:00:00.000Z,51.4,51.63,50.58,51.1,16171300,1.5518547405,1.5587988376,1.5270975248,1.5427972226,452796852,0.0,1.0
175,2005-09-13T00:00:00.000Z,50.82,51.29,50.32,51.02,17603000,1.5343435392,1.5485336506,1.5192476759,1.5403818845,492884492,0.0,1.0
