,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,2005-01-03T00:00:00.000Z,63.29,65.11,62.6,64.78,12357000,0.9554171841,0.9828916552,0.9450010385,0.9779100203,691992691,0.0,1.0
1,2005-01-04T00:00:00.000Z,63.94,65.47,62.97,63.8,19585900,0.9652294952,0.988326166,0.9505865079,0.9631160744,1096811496,0.0,1.0
2,2005-01-05T00:00:00.000Z,64.5,65.25,64.05,64.47,12150600,0.9736831786,0.9850050761,0.9668900402,0.9732303027,680434280,0.0,1.0
3,2005-01-06T00:00:00.000Z,64.55,64.91,63.33,64.685,12599200,0.9744379718,0.9798724826,0.9560210187,0.9764759133,705555905,0.0,1.0
4,2005-01-07T00:00:00.000Z,69.25,69.63,64.75,65.0,39775900,1.045388529,1.051124957,0.9774571445,0.9812311103,2227452627,0.0,1.0
5,2005-01-10T00:00:00.000Z,68.96,70.7,67.88,69.9,30809100,1.0410107287,1.0672775307,1.0247071964,1.0552008401,1725311325,0.0,1.0
6,2005-01-11T00:00:00.000Z,64.56,69.15,64.14,68.26,46636200,0.9745889304,1.0438789427,0.9682486679,1.0304436244,2611629811,0.0,1.0
7,2005-01-12T00:00:00.000Z,65.46,65.9,63.3,65.35,34280400,0.9881752073,0.9948173872,0.9555681428,0.9865146624,1919704319,0.0,1.0
8,2005-01-13T00:00:00.000Z,69.8,74.42,69.73,73.65,56512800,1.0536912538,1.1234341419,1.0526345434,1.1118103272,3164719964,0.0,1.0
9,2005-01-14T00:00:00.000Z,70.2,71.72,69.19,70.24,31620400,1.0597295991,1.0826753112,1.0444827772,1.0603334336,1770744170,0.0,1.0
10,2005-01-18T00:00:00.000Z,70.65,70.7,69.21,69.74,17972500,1.0665227375,1.0672775307,1.0447846945,1.052785502,1006461006,0.0,1.0
11,2005-01-19T00:00:00.000Z,69.88,71.46,69.75,70.6,13426700,1.0548989228,1.0787503868,1.0529364606,1.0657679444,751895951,0.0,1.0
12,2005-01-20T00:00:00.000Z,70.46,71.27,69.47,69.65,16337900,1.0636545235,1.0758821727,1.0487096189,1.0514268743,914923314,0.0,1.0
13,2005-01-21T00:00:00.000Z,70.49,71.6,70.0,71.22,16273800,1.0641073994,1.0808638076,1.0567104264,1.0751273796,911333711,0.0,1.0
14,2005-01-24T00:00:00.000Z,70.76,71.78,70.55,70.98,15029100,1.0681832825,1.083581063,1.0650131512,1.0715043724,841630441,0.0,1.0
15,2005-01-25T00:00:00.000Z,72.05,72.84,70.94,71.41,17307700,1.0876569461,1.099582678,1.0709005379,1.0779955936,969232169,0.0,1.0
16,2005-01-26T00:00:00.000Z,72.25,72.75,71.22,72.68,13205300,1.0906761187,1.0982240503,1.0751273796,1.0971673399,739497539,0.0,1.0
17,2005-01-27T00:00:00.000Z,72.64,72.92,71.55,72.16,8861200,1.0965635054,1.1007903471,1.0801090144,1.089317491,496227696,0.0,1.0
18,2005-01-28T00:00:00.000Z,73.98,73.98,72.44,72.62,14314500,1.1167919621,1.1167919621,1.0935443327,1.0962615881,801612801,0.0,1.0
19,2005-01-31T00:00:00.000Z,76.9,77.89,74.51,74.58,30019600,1.1608718828,1.1758167874,1.1247927696,1.1258494801,1681099281,0.0,1.0
20,2005-02-01T00:00:00.000Z,77.53,77.77,76.58,77.05,12114200,1.1703822766,1.1740052838,1.1560412065,1.1631362622,678395878,0.0,1.0
21,2005-02-02T00:00:00.000Z,79.63,79.91,77.69,77.9,18215400,1.2020835894,1.2063104311,1.1727976147,1.175967746,1020063420,0.0,1.0
22,2005-02-03T00:00:00.000Z,77.81,79.43,77.33,79.1,13065200,1.1746091183,1.1990644167,1.1673631039,1.1940827819,731651931,0.0,1.0
23,2005-02-04T00:00:00.000Z,78.84,78.93,77.53,78.09,10063500,1.1901578574,1.1915164851,1.1703822766,1.17883596,563556563,0.0,1.0
24,2005-02-07T00:00:00.000Z,78.94,79.35,77.5,78.93,9365300,1.1916674438,1.1978567477,1.1699294007,1.1915164851,524457324,0.0,1.0
25,2005-02-08T00:00:00.000Z,80.9,81.38,78.79,79.07,15893200,1.2212553357,1.22850135,1.1894030643,1.193629906,890020090,0.0,1.0
26,2005-02-09T00:00:00.000Z,78.74,81.99,78.1,81.0,21276000,1.1886482711,1.2377098266,1.1789869186,1.222764922,1191457191,0.0,1.0
27,2005-02-10T00:00:00.000Z,78.36,79.28,76.66,78.72,19518200,1.1829118431,1.1968000373,1.1572488756,1.1883463538,1093020293,0.0,1.0
28,2005-02-11T00:00:00.000Z,81.21,81.76,78.94,79.86,21447400,1.2259350533,1.2342377781,1.1916674438,1.2055556379,1201055601,0.0,1.0
29,2005-02-14T00:00:00.000Z,84.63,84.79,82.05,83.16,22704700,1.2775629056,1.2799782437,1.2386155784,1.2553719866,1271464471,0.0,1.0
30,2005-02-15T00:00:00.000Z,88.41,89.08,86.0,86.66,41289600,1.3346252686,1.344739497,1.2982442382,1.3082075079,2312219912,0.0,1.0
31,2005-02-16T00:00:00.000Z,90.13,90.2,87.35,88.15,29272200,1.3605901534,1.3616468638,1.3186236536,1.3307003441,1639244839,0.0,1.0
32,2005-02-17T00:00:00.000Z,87.81,90.88,87.45,90.65,27115600,1.3255677506,1.3719120508,1.3201332399,1.3684400022,1518475118,0.0,1.0
33,2005-02-18T00:00:00.000Z,86.81,87.86,86.25,87.74,20772400,1.3104718874,1.3263225438,1.302018204,1.3245110402,1163255563,0.0,1.0
34,2005-02-22T00:00:00.000Z,85.29,88.3,85.29,86.3,21773100,1.2875261753,1.3329647236,1.2875261753,1.3027729972,1219294819,0.0,1.0
35,2005-02-23T00:00:00.000Z,88.23,88.45,85.55,86.69,24021100,1.3319080132,1.3352291031,1.2914510997,1.3086603838,1345182945,0.0,1.0
36,2005-02-24T00:00:00.000Z,88.93,89.31,87.73,88.48,27125500,1.3424751175,1.3482115455,1.3243600816,1.335681979,1519029519,0.0,1.0
37,2005-02-25T00:00:00.000Z,88.99,89.91,88.19,89.62,16348400,1.3433808693,1.3572690634,1.3313041787,1.3528912631,915511315,0.0,1.0
38,2005-02-28T00:00:00.000Z,44.86,45.14,43.96,44.68,11635900,1.3544008494,1.3628545328,1.3272282956,1.3489663387,325805525,0.0,2.0
39,2005-03-01T00:00:00.000Z,44.5,45.11,44.16,44.99,16721000,1.3435318279,1.361948781,1.3332666409,1.3583257739,468188468,0.0,1.0
40,2005-03-02T00:00:00.000Z,44.121,44.89,44.08,44.25,16362900,1.3320891636,1.3553066012,1.3308513028,1.3359838963,458161658,0.0,1.0
41,2005-03-03T00:00:00.000Z,41.79,44.41,41.22,44.34,50416200,1.2617122492,1.3408145725,1.2445029651,1.3387011517,1411655011,0.0,1.0
42,2005-03-04T00:00:00.000Z,42.81,43.01,41.85,42.76,27022100,1.2925078102,1.2985461555,1.2635237528,1.2909982238,756619556,0.0,1.0
43,2005-03-07T00:00:00.000Z,42.75,43.25,42.35,42.8,16094000,1.2906963066,1.3057921698,1.278619616,1.2922058929,450632450,0.0,1.0
44,2005-03-08T00:00:00.000Z,40.53,42.16,40.1,41.9,36480400,1.2236706738,1.272883188,1.2106882314,1.2650333391,1021452221,0.0,1.0
45,2005-03-09T00:00:00.000Z,39.35,40.28,38.83,39.61,47230900,1.1880444366,1.2161227422,1.1723447388,1.1958942855,1322466522,0.0,1.0
46,2005-03-10T00:00:00.000Z,39.83,40.26,39.1,39.59,27753900,1.2025364653,1.2155189077,1.180496505,1.1952904509,777109977,0.0,1.0
47,2005-03-11T00:00:00.000Z,40.27,40.59,39.8,40.21,22601100,1.2158208249,1.2254821774,1.2016307135,1.2140093213,632831432,0.0,1.0
48,2005-03-14T00:00:00.000Z,40.32,40.79,39.52,40.52,21620900,1.2173304113,1.2315205227,1.1931770301,1.2233687565,605385805,0.0,1.0
49,2005-03-15T00:00:00.000Z,40.96,41.14,40.25,40.64,18164600,1.2366531162,1.242087627,1.2152169904,1.2269917637,508609308,0.0,1.0
50,2005-03-16T00:00:00.000Z,41.18,42.31,40.78,41.21,24921900,1.243295296,1.2774119469,1.2312186054,1.2442010478,697813897,0.0,1.0
51,2005-03-17T00:00:00.000Z,42.25,42.88,41.32,41.53,28640000,1.2756004433,1.294621231,1.2475221377,1.2538624003,801920801,0.0,1.0
52,2005-03-18T00:00:00.000Z,42.96,43.44,42.5,43.33,33576800,1.2970365691,1.3115285978,1.283148375,1.3082075079,940151340,0.0,1.0
53,2005-03-21T00:00:00.000Z,43.7,43.97,42.86,43.29,19326000,1.3193784467,1.3275302129,1.2940173965,1.3069998389,541128541,0.0,1.0
54,2005-03-22T00:00:00.000Z,42.83,43.96,42.68,43.71,19693400,1.2931116447,1.3272282956,1.2885828857,1.319680364,551415751,0.0,1.0
55,2005-03-23T00:00:00.000Z,42.55,43.4,42.02,42.45,21779400,1.2846579613,1.3103209288,1.2686563463,1.2816387886,609823809,0.0,1.0
56,2005-03-24T00:00:00.000Z,42.5,43.0,42.5,42.95,12596600,1.283148375,1.2982442382,1.283148375,1.2967346519,352705152,0.0,1.0
57,2005-03-28T00:00:00.000Z,42.53,42.96,42.47,42.75,9836100,1.2840541268,1.2970365691,1.2822426232,1.2906963066,275411075,0.0,1.0
58,2005-03-29T00:00:00.000Z,41.75,42.83,41.5,42.56,16477000,1.2605045801,1.2931116447,1.2529566485,1.2849598785,461356461,0.0,1.0
59,2005-03-30T00:00:00.000Z,42.8,42.8,41.821,41.99,14105700,1.2922058929,1.2922058929,1.2626481927,1.2677505945,394959994,0.0,1.0
60,2005-03-31T00:00:00.000Z,41.67,42.52,41.59,42.45,22719100,1.258089242,1.2837522095,1.2556739039,1.2816387886,636135436,0.0,1.0
61,2005-04-01T00:00:00.000Z,40.89,42.18,40.57,42.09,22903000,1.2345396953,1.2734870225,1.2248783429,1.2707697671,641284641,0.0,1.0
62,2005-04-04T00:00:00.000Z,41.09,41.31,40.16,40.99,20714800,1.2405780406,1.2472202205,1.212499735,1.237558868,580014980,0.0,1.0
63,2005-04-05T00:00:00.000Z,41.89,42.24,41.09,41.22,19865700,1.2647314218,1.2752985261,1.2405780406,1.2445029651,556240156,0.0,1.0
64,2005-04-06T00:00:00.000Z,42.33,42.81,42.15,42.4,14815200,1.2780157815,1.2925078102,1.2725812707,1.2801292023,414826014,0.0,1.0
65,2005-04-07T00:00:00.000Z,43.56,43.75,42.25,42.33,18106700,1.315151605,1.320888033,1.2756004433,1.2780157815,506988106,0.0,1.0
66,2005-04-08T00:00:00.000Z,43.74,44.45,43.54,43.7,23212500,1.3205861158,1.3420222416,1.3145477705,1.3193784467,649950649,0.0,1.0
67,2005-04-11T00:00:00.000Z,41.92,44.25,41.91,44.22,29345100,1.2656371736,1.3359838963,1.2653352563,1.3350781445,821663621,0.0,1.0
68,2005-04-12T00:00:00.000Z,42.66,43.19,42.01,42.49,35037900,1.2879790512,1.3039806662,1.268354429,1.2828464577,981062181,0.0,1.0
69,2005-04-13T00:00:00.000Z,41.04,42.99,40.39,42.95,48998100,1.2390684543,1.2979423209,1.2194438321,1.2967346519,1371948171,0.0,1.0
70,2005-04-14T00:00:00.000Z,37.26,39.98,36.84,38.81,98328300,1.1249437283,1.2070652243,1.1122632031,1.1717409043,2753195153,0.0,1.0
71,2005-04-15T00:00:00.000Z,35.35,37.25,35.28,36.62,61717400,1.0672775307,1.124641811,1.0651641098,1.1056210233,1728088928,0.0,1.0
72,2005-04-18T00:00:00.000Z,35.62,36.3,34.0,35.03,47399200,1.0754292968,1.0959596708,1.0265187,1.0576161782,1327178927,0.0,1.0
73,2005-04-19T00:00:00.000Z,37.09,37.44,35.87,36.6,38630100,1.1198111348,1.130378239,1.0829772285,1.1050171888,1081643881,0.0,1.0
74,2005-04-20T00:00:00.000Z,35.51,37.74,35.44,37.66,33754700,1.0721082069,1.139435757,1.0699947861,1.1370204188,945132545,0.0,1.0
75,2005-04-21T00:00:00.000Z,37.14,37.19,35.9,36.4,27128300,1.1213207211,1.1228303074,1.0838829803,1.0989788435,759593159,0.0,1.0
76,2005-04-22T00:00:00.000Z,35.5,37.0,34.9,36.8,29968900,1.0718062897,1.1170938794,1.0536912538,1.1110555341,839130039,0.0,1.0
77,2005-04-25T00:00:00.000Z,36.98,37.02,36.11,36.49,26659300,1.1164900448,1.1176977139,1.0902232428,1.1016960989,746461146,0.0,1.0
78,2005-04-26T00:00:00.000Z,36.19,37.51,36.12,36.78,28946700,1.0926385809,1.1324916599,1.0905251601,1.1104516996,810508410,0.0,1.0
79,2005-04-27T00:00:00.000Z,35.95,36.36,35.51,35.89,21924600,1.0853925666,1.0977711744,1.0721082069,1.083581063,613889413,0.0,1.0
80,2005-04-28T00:00:00.000Z,35.54,36.34,35.24,36.29,20539500,1.0730139587,1.0971673399,1.0639564408,1.0956577536,575106575,0.0,1.0
81,2005-04-29T00:00:00.000Z,36.06,36.23,35.22,36.15,23986800,1.0887136565,1.09384625,1.0633526063,1.0914309119,671631071,0.0,1.0
82,2005-05-02T00:00:00.000Z,36.43,36.65,36.02,36.21,16640000,1.0998845953,1.1065267751,1.0875059874,1.0932424155,465920465,0.0,1.0
83,2005-05-03T00:00:00.000Z,36.21,36.74,36.03,36.4,17740700,1.0932424155,1.1092440305,1.0878079047,1.0989788435,496740096,0.0,1.0
84,2005-05-04T00:00:00.000Z,37.15,37.2,36.1,36.11,16006300,1.1216226383,1.1231322247,1.0899213256,1.0902232428,448176848,0.0,1.0
85,2005-05-05T00:00:00.000Z,36.68,37.27,36.47,37.25,13834500,1.1074325269,1.1252456455,1.1010922643,1.124641811,387366387,0.0,1.0
86,2005-05-06T00:00:00.000Z,37.24,37.33,36.79,36.89,11651700,1.1243398937,1.1270571491,1.1107536168,1.1137727895,326247926,0.0,1.0
87,2005-05-09T00:00:00.000Z,36.97,37.45,36.75,37.24,12703400,1.1161881276,1.1306801563,1.1095459478,1.1243398937,355695555,0.0,1.0
88,2005-05-10T00:00:00.000Z,36.42,37.25,36.33,36.67,15723700,1.099582678,1.124641811,1.0968654226,1.1071306096,440264040,0.0,1.0
89,2005-05-11T00:00:00.000Z,35.61,35.67,33.11,35.24,72927900,1.0751273796,1.0769388832,0.9996480634,1.0639564408,2041983241,0.0,1.0
90,2005-05-12T00:00:00.000Z,34.13,35.59,34.0,35.42,34651500,1.0304436244,1.0745235451,1.0265187,1.0693909516,970242970,0.0,1.0
91,2005-05-13T00:00:00.000Z,34.77,35.23,34.07,34.2,25096900,1.0497663293,1.0636545235,1.0286321208,1.0325570453,702713902,0.0,1.0
92,2005-05-16T00:00:00.000Z,35.55,35.71,34.53,34.56,16939100,1.073315876,1.0781465522,1.042520315,1.0434260668,474295274,0.0,1.0
93,2005-05-17T00:00:00.000Z,35.36,35.46,34.54,35.14,21012300,1.067579448,1.0705986206,1.0428222323,1.0609372681,588344988,0.0,1.0
94,2005-05-18T00:00:00.000Z,35.84,37.56,34.99,35.5,22740100,1.0820714767,1.1340012462,1.0564085092,1.0718062897,636723436,0.0,1.0
95,2005-05-19T00:00:00.000Z,37.55,37.68,35.78,35.8,28327200,1.1336993289,1.1376242534,1.0802599731,1.0808638076,793162393,0.0,1.0
96,2005-05-20T00:00:00.000Z,37.55,37.65,37.19,37.25,16166100,1.1336993289,1.1367185016,1.1228303074,1.124641811,452651252,0.0,1.0
97,2005-05-23T00:00:00.000Z,39.76,39.9,37.85,37.85,37234800,1.2004230444,1.2046498861,1.1427568469,1.1427568469,1042575442,0.0,1.0
98,2005-05-24T00:00:00.000Z,39.7,39.99,39.03,39.45,21195000,1.1986115408,1.2073671415,1.1783830841,1.1910636092,593460593,0.0,1.0
99,2005-05-25T00:00:00.000Z,39.78,39.95,39.32,39.5,14143100,1.201026879,1.2061594725,1.1871386848,1.1925731955,396007196,0.0,1.0
100,2005-05-26T00:00:00.000Z,40.74,40.94,38.8,40.025,18768600,1.2300109364,1.2360492817,1.171438987,1.2084238519,525521325,0.0,1.0
101,2005-05-27T00:00:00.000Z,40.56,40.79,40.01,40.64,11286000,1.2245764256,1.2315205227,1.207970976,1.2269917637,316008316,0.0,1.0
102,2005-05-31T00:00:00.000Z,39.7593,40.74,39.58,40.66,14435900,1.2004019102,1.2300109364,1.1949885337,1.2275955983,404205604,0.0,1.0
103,2005-06-01T00:00:00.000Z,40.3,40.76,39.86,39.89,16207600,1.2167265767,1.2306147709,1.2034422171,1.2043479689,453813253,0.0,1.0
104,2005-06-02T00:00:00.000Z,40.04,40.32,39.6,40.05,13356200,1.2088767278,1.2173304113,1.1955923682,1.2091786451,373973973,0.0,1.0
